;MAT;SALDO;CREDITO;DEBITO;PAGAR;BANCO
abr/26;3462;-29,38333333;0;1,833333333;0;-31,21666667
abr/26;3466;-28,35;5,783333333;10,76666667;2,891666667;-36,225
abr/26;3469;-14,31666667;4,75;8,916666667;2,375;-20,85833333
abr/26;3470;-23,84166667;0;0,583333333;0;-24,425
abr/26;3472;19,93333333;35,13333333;0;37,5;17,56666667
abr/26;3475;-30,66666667;0;4,8;0;-35,46666667
abr/26;3476;-18,53333333;0;6,416666667;0;-24,95
abr/26;3478;-3,883333333;0;2,583333333;0;-6,466666667
abr/26;3479;-2,041666667;2,333333333;0,216666667;1,166666667;-1,091666667
abr/26;3480;12,15833333;19,48333333;0;21,9;9,741666667
abr/26;3482;-0,433333333;0;0;0;-0,433333333
abr/26;3483;-0,35;0;0;0;-0,35
abr/26;3484;-7,066666667;1,2;3,033333333;0,6;-9,5
abr/26;3485;-0,85;2,9;2,533333333;1,45;-1,933333333
abr/26;3489;0;0;0;0;0
abr/26;3491;-12,45833333;0,3;2,9;0,15;-15,20833333
abr/26;3492;0,941666667;1,5;0;1,691666667;0,75
abr/26;3493;5,85;12,91666667;0,9;11,40833333;6,458333333
abr/26;3494;-12,28333333;0,816666667;1,95;0,408333333;-13,825
abr/26;3495;-8,666666667;0,616666667;3,266666667;0,308333333;-11,625
abr/26;3497;6,175;7,85;0,216666667;9,883333333;3,925
abr/26;3500;-4,833333333;0;0,416666667;0;-5,25
abr/26;3502;7;19,33333333;0,9;15,76666667;9,666666667
abr/26;3504;5;8,383333333;0;9,191666667;4,191666667
abr/26;3506;-9,8;11,03333333;15,3;5,516666667;-19,58333333
abr/26;3507;0,216666667;4,633333333;0,383333333;2,316666667;2,15
abr/26;3508;-0,3;0;1,583333333;0;-1,883333333
abr/26;3509;-0,633333333;3,416666667;4,083333333;1,708333333;-3,008333333
abr/26;3511;-0,733333333;0,933333333;3,966666667;0,466666667;-4,233333333
abr/26;3512;-0,316666667;0,75;2,616666667;0,375;-2,558333333
abr/26;3513;-0,8;0,65;3,05;0,325;-3,525
abr/26;3514;-0,933333333;0;6,7;0;-7,633333333
abr/26;3516;0;0;0;0;0
abr/26;3518;0;0,7;1,216666667;0,35;-0,866666667
abr/26;3519;0;0,3;1,7;0,15;-1,55
mai/26;399;0;0;0;0;0
mai/26;409;0;0;0;0;0
mai/26;422;0;0;0;0;0
mai/26;657;0;0;0;0;0
mai/26;802;0;0,933333333;1,516666667;0,466666667;-1,05
mai/26;1028;0;6,833333333;0,416666667;3,416666667;3
mai/26;1054;11,5;27,2;0;25,1;13,6
mai/26;1091;0;0;0;0;0
mai/26;1227;0;0;0;0;0
mai/26;1274;0;0;9,516666667;0;-9,516666667
mai/26;1352;6,983333333;22,6;8,233333333;11,3;10,05
mai/26;1461;6,308333333;5,633333333;2,85;6,275;2,816666667
mai/26;1489;17,58333333;19,43333333;0;27,3;9,716666667
mai/26;1540;0;1,75;6,233333333;0,875;-5,358333333
mai/26;1579;0;0;0;0;0
mai/26;1580;0;3,583333333;10,2;1,791666667;-8,408333333
mai/26;1842;9,916666667;28,75;0;24,29166667;14,375
mai/26;2113;11,725;25,65;0;24,55;12,825
mai/26;2133;0;0;0;0;0
mai/26;2240;0;0;1,05;0;-1,05
mai/26;2249;16,46666667;36,38333333;0;34,65833333;18,19166667
mai/26;2401;4,45;0;0,2;4,25;0
mai/26;2406;0;0;0;0;0
mai/26;2427;3,216666667;13,01666667;0;9,725;6,508333333
mai/26;2456;16,83333333;39,6;0;36,63333333;19,8
mai/26;2571;0;0;0;0;0
mai/26;2602;0;0;1,183333333;0;-1,183333333
mai/26;2619;0;0;5,95;0;-5,95
mai/26;2649;0;0;0;0;0
mai/26;2662;0;2,066666667;1,816666667;1,033333333;-0,783333333
mai/26;2687;0;0;0;0;0
mai/26;2693;0;3,1;4,35;1,55;-2,8
mai/26;2697;0;0;0;0;0
mai/26;2704;0;0;0;0;0
mai/26;2731;0;0;0,65;0;-0,65
mai/26;2733;0;0;0;0;0
mai/26;2739;0;0;0;0;0
mai/26;2743;0;0;0;0;0
mai/26;2754;0;0;0;0;0
mai/26;2755;0;0;0;0;0
mai/26;2762;0;3,316666667;4,233333333;1,658333333;-2,575
mai/26;2796;0;0,5;2,85;0,25;-2,6
mai/26;2823;0;0;1,333333333;0;-1,333333333
mai/26;2837;0;0,916666667;3,483333333;0,458333333;-3,025
mai/26;2857;12,68333333;24,5;0,183333333;24,75;12,25
mai/26;2883;19,44166667;29,46666667;0,333333333;33,84166667;14,73333333
mai/26;2926;0;0;0;0;0
mai/26;2931;0;5,816666667;4,616666667;2,908333333;-1,708333333
mai/26;2975;12,80833333;28,3;0;26,95833333;14,15
mai/26;2990;0;0;0;0;0
mai/26;2991;5,116666667;1,883333333;0,25;5,808333333;0,941666667
mai/26;3005;0;0,183333333;5,033333333;0,091666667;-4,941666667
mai/26;3022;0;1,766666667;0,3;0,883333333;0,583333333
mai/26;3037;0;0;0;0;0
mai/26;3038;0;0;5,366666667;0;-5,366666667
mai/26;3039;0;0;1,283333333;0;-1,283333333
mai/26;3040;0;0;0;0;0
mai/26;3106;0;0,883333333;2,583333333;0,441666667;-2,141666667
mai/26;3107;1,391666667;1,833333333;11,43333333;0,916666667;-9,125
mai/26;3178;3,45;6,983333333;0;6,941666667;3,491666667
mai/26;3208;5,008333333;12,96666667;0;11,49166667;6,483333333
mai/26;3233;3,716666667;10,76666667;0;9,1;5,383333333
mai/26;3238;9,325;19,38333333;1,516666667;17,5;9,691666667
mai/26;3240;0;9,133333333;12;4,566666667;-7,433333333
mai/26;3256;0;15,3;3,733333333;7,65;3,916666667
mai/26;3261;7,141666667;15,53333333;0,883333333;14,025;7,766666667
mai/26;3265;0;0;0,566666667;0;-0,566666667
mai/26;3266;0;0;0,85;0;-0,85
mai/26;3274;4,391666667;3,3;0;6,041666667;1,65
mai/26;3278;0;0;0;0;0
mai/26;3280;18,54166667;37,88333333;3,25;34,23333333;18,94166667
mai/26;3325;4,25;12,75;0;10,625;6,375
mai/26;3328;0;0,4;3,733333333;0,2;-3,533333333
mai/26;3330;2,441666667;10,4;0;7,641666667;5,2
mai/26;3345;0;0;0;0;0
mai/26;3346;0;0,45;4,55;0,225;-4,325
mai/26;3351;0;2,05;10,03333333;1,025;-9,008333333
mai/26;3353;5,125;29,06666667;0,75;18,90833333;14,53333333
mai/26;3374;0,933333333;2,066666667;1,716666667;1,033333333;0,25
mai/26;3377;0;12,58333333;12,26666667;6,291666667;-5,975
mai/26;3385;12,05833333;12,93333333;0;18,525;6,466666667
mai/26;3386;11,525;24,68333333;0;23,86666667;12,34166667
mai/26;3387;10,39166667;29,68333333;0;25,23333333;14,84166667
mai/26;3401;6,55;12,76666667;0,283333333;12,65;6,383333333
mai/26;3403;0;26,28333333;0;13,14166667;13,14166667
mai/26;3405;0;3,6;17,98333333;1,8;-16,18333333
mai/26;3409;7,425;12,46666667;7,933333333;6,233333333;5,725
mai/26;3418;0;5,716666667;12,35;2,858333333;-9,491666667
mai/26;3419;3,875;18,01666667;0,466666667;12,41666667;9,008333333
mai/26;3435;0;0,7;0,716666667;0,35;-0,366666667
mai/26;3441;10,44166667;23,61666667;1,466666667;20,78333333;11,80833333
mai/26;3443;0,483333333;25,05;1,516666667;12,525;11,49166667
mai/26;3446;1,258333333;6,883333333;3,733333333;3,441666667;0,966666667
mai/26;3466;0;0,2;14,28333333;0,1;-14,18333333
mai/26;3469;0;2,966666667;16,35;1,483333333;-14,86666667
mai/26;3470;0;1,366666667;1,416666667;0,683333333;-0,733333333
mai/26;3472;17,56666667;39,81666667;0;37,475;19,90833333
mai/26;3475;0;0;3,383333333;0;-3,383333333
mai/26;3476;0;0,75;8,916666667;0,375;-8,541666667
mai/26;3479;0;16,18333333;0,4;8,091666667;7,691666667
mai/26;3480;9,741666667;20,53333333;0;20,00833333;10,26666667
mai/26;3482;0;0;0;0;0
mai/26;3483;0;0;0,7;0;-0,7
mai/26;3484;0;1,833333333;7,566666667;0,916666667;-6,65
mai/26;3485;0;8,6;2,25;4,3;2,05
mai/26;3489;0;0;0;0;0
mai/26;3491;0;0,75;7,9;0,375;-7,525
mai/26;3492;0,75;3,916666667;0,2;2,508333333;1,958333333
mai/26;3493;6,458333333;11,41666667;2,55;9,616666667;5,708333333
mai/26;3494;0;0,666666667;3,55;0,333333333;-3,216666667
mai/26;3497;3,925;9,583333333;0;8,716666667;4,791666667
mai/26;3500;0;0;0,383333333;0;-0,383333333
mai/26;3502;9,666666667;16,95;1,516666667;16,625;8,475
mai/26;3504;4,191666667;9,816666667;0,183333333;8,916666667;4,908333333
mai/26;3506;0;16,63333333;13,85;8,316666667;-5,533333333
mai/26;3507;2,15;7,266666667;4;3,633333333;1,783333333
mai/26;3508;0;1,85;3,4;0,925;-2,475
mai/26;3509;0;10,26666667;1,7;5,133333333;3,433333333
mai/26;3511;0;0,6;9,133333333;0,3;-8,833333333
mai/26;3512;0;2,1;4,783333333;1,05;-3,733333333
mai/26;3513;0;1,416666667;5,166666667;0,708333333;-4,458333333
mai/26;3516;0;0,2;0;0,1;0,1
mai/26;3518;0;0,233333333;4,233333333;0,116666667;-4,116666667
mai/26;3520;0;6,35;3,616666667;3,175;-0,441666667
jun/26;399;0;0;0;0;0
jun/26;409;0;0;0;0;0
jun/26;422;0;0;0;0;0
jun/26;657;0;0;0;0;0
jun/26;802;-1,05;4,066666667;0,633333333;2,033333333;0,35
jun/26;1028;3;7,883333333;1,383333333;5,558333333;3,941666667
jun/26;1054;13,6;25,01666667;0;26,10833333;12,50833333
jun/26;1091;0;0;0;0;0
jun/26;1227;0;0;0;0;0
jun/26;1274;-9,516666667;0;9,966666667;0;-19,48333333
jun/26;1352;10,05;17,75;8,85;10,075;8,875
jun/26;1461;2,816666667;4,75;2,366666667;2,825;2,375
jun/26;1489;9,716666667;19,43333333;0;19,43333333;9,716666667
jun/26;1540;-5,358333333;2,583333333;9,616666667;1,291666667;-13,68333333
jun/26;1579;0;0;0;0;0
jun/26;1842;14,375;24,88333333;0;26,81666667;12,44166667
jun/26;2113;12,825;25,46666667;0;25,55833333;12,73333333
jun/26;2133;0;0;0;0;0
jun/26;2240;-1,05;0;0,333333333;0;-1,383333333
jun/26;2249;18,19166667;39,13333333;0;37,75833333;19,56666667
jun/26;2401;0;0,2;1,233333333;0,1;-1,133333333
jun/26;2406;0;0;0;0;0
jun/26;2427;6,508333333;8,016666667;0;10,51666667;4,008333333
jun/26;2456;19,8;39,85;0;39,725;19,925
jun/26;2571;0;0;0;0;0
jun/26;2602;-1,183333333;0;0,366666667;0;-1,55
jun/26;2619;-5,95;0,266666667;5,2;0,133333333;-11,01666667
jun/26;2649;0;0;0;0;0
jun/26;2662;-0,783333333;0,65;1,7;0,325;-2,158333333
jun/26;2687;0;0;0;0;0
jun/26;2693;-2,8;1,433333333;6,95;0,716666667;-9,033333333
jun/26;2697;0;0;0;0;0
jun/26;2704;0;0;0;0;0
jun/26;2731;-0,65;0;1,25;0;-1,9
jun/26;2733;0;0;0,416666667;0;-0,416666667
jun/26;2739;0;0;0;0;0
jun/26;2743;0;0;0;0;0
jun/26;2754;0;0;0;0;0
jun/26;2755;0;0;0;0;0
jun/26;2762;-2,575;6,466666667;3,5;3,233333333;-2,841666667
jun/26;2796;-2,6;0,366666667;5,45;0,183333333;-7,866666667
jun/26;2823;-1,333333333;0;0,316666667;0;-1,65
jun/26;2837;-3,025;0,45;7,9;0,225;-10,7
jun/26;2857;12,25;9,666666667;0;17,08333333;4,833333333
jun/26;2883;14,73333333;35,96666667;0,3;32,41666667;17,98333333
jun/26;2926;0;0;0;0;0
jun/26;2931;-1,708333333;5,116666667;3,833333333;2,558333333;-2,983333333
jun/26;2975;14,15;25,81666667;0;27,05833333;12,90833333
jun/26;2990;0;0;0;0;0
jun/26;2991;0,941666667;4,366666667;0;3,125;2,183333333
jun/26;3005;-4,941666667;1,383333333;1,466666667;0,691666667;-5,716666667
jun/26;3022;0,583333333;1,216666667;4,15;0,608333333;-2,958333333
jun/26;3037;0;0;0;0;0
jun/26;3038;-5,366666667;0;5,366666667;0;-10,73333333
jun/26;3039;-1,283333333;0;0;0;-1,283333333
jun/26;3040;0;0;0,733333333;0;-0,733333333
jun/26;3106;-2,141666667;0,383333333;5,583333333;0,191666667;-7,533333333
jun/26;3107;-9,125;3,083333333;6,766666667;1,541666667;-14,35
jun/26;3178;3,491666667;3,866666667;0,583333333;4,841666667;1,933333333
jun/26;3208;6,483333333;17,35;0;15,15833333;8,675
jun/26;3233;5,383333333;10,31666667;0;10,54166667;5,158333333
jun/26;3238;9,691666667;15,65;0;17,51666667;7,825
jun/26;3240;-7,433333333;4,233333333;8,583333333;2,116666667;-13,9
jun/26;3256;3,916666667;8,433333333;2,216666667;5,916666667;4,216666667
jun/26;3261;7,766666667;16,31666667;0;15,925;8,158333333
jun/26;3265;-0,566666667;0;8;0;-8,566666667
jun/26;3266;-0,85;0;0;0;-0,85
jun/26;3274;1,65;6,433333333;1,4;3,466666667;3,216666667
jun/26;3278;0;0;0;0;0
jun/26;3280;18,94166667;14,65;1,7;24,56666667;7,325
jun/26;3325;6,375;10,01666667;0;11,38333333;5,008333333
jun/26;3328;-3,533333333;0,2;2,916666667;0,1;-6,35
jun/26;3330;5,2;11,11666667;0,2;10,55833333;5,558333333
jun/26;3345;0;0;0;0;0
jun/26;3346;-4,325;1,366666667;1,05;0,683333333;-4,691666667
jun/26;3351;-9,008333333;0;11,11666667;0;-20,125
jun/26;3353;14,53333333;2,233333333;0,9;14,75;1,116666667
jun/26;3374;0,25;1,133333333;2,616666667;0,566666667;-1,8
jun/26;3377;-5,975;8,9;0,5;4,45;-2,025
jun/26;3385;6,466666667;8,166666667;0;10,55;4,083333333
jun/26;3386;12,34166667;23,6;0;24,14166667;11,8
jun/26;3387;14,84166667;27,88333333;0;28,78333333;13,94166667
jun/26;3401;6,383333333;14,43333333;1,866666667;11,73333333;7,216666667
jun/26;3403;13,14166667;19,58333333;0,433333333;22,5;9,791666667
jun/26;3405;-16,18333333;0,216666667;17,53333333;0,108333333;-33,60833333
jun/26;3409;5,725;16,41666667;1,05;12,88333333;8,208333333
jun/26;3418;-9,491666667;5,033333333;4,766666667;2,516666667;-11,74166667
jun/26;3419;9,008333333;5,316666667;1,35;10,31666667;2,658333333
jun/26;3435;-0,366666667;0;3,466666667;0;-3,833333333
jun/26;3441;11,80833333;25,43333333;0,8;23,725;12,71666667
jun/26;3443;11,49166667;12,93333333;0;17,95833333;6,466666667
jun/26;3446;0,966666667;4,066666667;8,216666667;2,033333333;-5,216666667
jun/26;3466;-14,18333333;0,183333333;15,08333333;0,091666667;-29,175
jun/26;3469;-14,86666667;2,35;3,316666667;1,175;-17,00833333
jun/26;3470;-0,733333333;1,683333333;2,7;0,841666667;-2,591666667
jun/26;3472;19,90833333;43,75;0;41,78333333;21,875
jun/26;3475;-3,383333333;0;9,3;0;-12,68333333
jun/26;3476;-8,541666667;0,316666667;11,46666667;0,158333333;-19,85
jun/26;3480;10,26666667;22,76666667;0;21,65;11,38333333
jun/26;3482;0;0;0,316666667;0;-0,316666667
jun/26;3483;-0,7;0;0,55;0;-1,25
jun/26;3484;-6,65;3,25;0,783333333;1,625;-5,808333333
jun/26;3485;2,05;17,1;0,583333333;10,01666667;8,55
jun/26;3489;0;0;0;0;0
jun/26;3491;-7,525;0,683333333;6,35;0,341666667;-13,53333333
jun/26;3492;1,958333333;3,216666667;0;3,566666667;1,608333333
jun/26;3493;5,708333333;13,08333333;0,2;12,05;6,541666667
jun/26;3494;-3,216666667;1,25;7,383333333;0,625;-9,975
jun/26;3497;4,791666667;10,95;0;10,26666667;5,475
jun/26;3500;-0,383333333;0;0;0;-0,383333333
jun/26;3502;8,475;26,73333333;0,883333333;20,95833333;13,36666667
jun/26;3504;4,908333333;7,3;0,566666667;7,991666667;3,65
jun/26;3506;-5,533333333;24,06666667;10,03333333;12,03333333;-3,533333333
jun/26;3507;1,783333333;4,816666667;0,2;3,991666667;2,408333333
jun/26;3508;-2,475;4,183333333;3,566666667;2,091666667;-3,95
jun/26;3509;3,433333333;4,6;7,783333333;2,3;-2,05
jun/26;3511;-8,833333333;0,333333333;9,05;0,166666667;-17,71666667
jun/26;3512;-3,733333333;1;5,883333333;0,5;-9,116666667
jun/26;3513;-4,458333333;0,516666667;9,9;0,258333333;-14,1
jun/26;3516;0,1;0,2;0;0,2;0,1
jun/26;3518;-4,116666667;0,2;6,25;0,1;-10,26666667
jun/26;3520;-0,441666667;3,666666667;2,866666667;1,833333333;-1,475
jun/26;3521;0;1,383333333;0,283333333;0,691666667;0,408333333
jun/26;3522;0;0;3,55;0;-3,55
jun/26;3523;0;0,766666667;3,633333333;0,383333333;-3,25
jun/26;3525;0;0;1,033333333;0;-1,033333333
jun/26;3526;0;0,266666667;6,016666667;0,133333333;-5,883333333
jun/26;3479;7,691666667;5,016666667;1,9;8,3;2,508333333
jul/26;399;0;0;0;0;0
jul/26;409;0;0;0;0;0
jul/26;422;0;0;0;0;0
jul/26;657;0;0;0;0;0
jul/26;802;0,35;2,9;3,433333333;1,45;-1,633333333
jul/26;1028;3,941666667;7,6;1,866666667;5,875;3,8
jul/26;1054;12,50833333;13;0;19,00833333;6,5
jul/26;1091;0;0;0;0;0
jul/26;1227;0;0;0;0;0
jul/26;1274;0;0,233333333;4,05;0,116666667;-3,933333333
jul/26;1352;8,875;28,5;8;15,125;14,25
jul/26;1461;2,375;8,616666667;2,783333333;4,308333333;3,9
jul/26;1489;9,716666667;40,85;0;30,14166667;20,425
jul/26;1540;0;3,083333333;2,833333333;1,541666667;-1,291666667
jul/26;1579;0;0;0;0;0
jul/26;1842;12,44166667;24,01666667;0;24,45;12,00833333
jul/26;2113;12,73333333;16,35;0;20,90833333;8,175
jul/26;2133;0;0;0;0;0
jul/26;2240;0;0;0;0;0
jul/26;2249;19,56666667;8,816666667;0;23,975;4,408333333
jul/26;2401;0;0,366666667;0,966666667;0,183333333;-0,783333333
jul/26;2406;0;0;1,333333333;0;-1,333333333
jul/26;2427;4,008333333;6,816666667;0,45;6,966666667;3,408333333
jul/26;2456;19,925;39,3;0;39,575;19,65
jul/26;2571;0;0;0;0;0
jul/26;2602;0;0;1;0;-1
jul/26;2619;0;0;6,133333333;0;-6,133333333
jul/26;2649;0;0;0;0;0
jul/26;2687;0;0;0;0;0
jul/26;2693;0;3,833333333;2,7;1,916666667;-0,783333333
jul/26;2697;0;0;0;0;0
jul/26;2704;0;0;0;0;0
jul/26;2731;0;0;0,716666667;0;-0,716666667
jul/26;2733;0;0;0;0;0
jul/26;2739;0;0;0;0;0
jul/26;2743;0;0;0;0;0
jul/26;2754;0;0;0;0;0
jul/26;2755;0;0;0;0;0
jul/26;2762;0;1,883333333;18,58333333;0,941666667;-17,64166667
jul/26;2796;0;0,583333333;5,083333333;0,291666667;-4,791666667
jul/26;2823;0;0;0,933333333;0;-0,933333333
jul/26;2837;0;0,5;8,383333333;0,25;-8,133333333
jul/26;2857;4,833333333;24,28333333;0;16,975;12,14166667
jul/26;2883;17,98333333;34,98333333;0;35,475;17,49166667
jul/26;2926;0;0;0;0;0
jul/26;2931;0;0,85;3;0,425;-2,575
jul/26;2975;12,90833333;27,63333333;0;26,725;13,81666667
jul/26;2990;0;0;0;0;0
jul/26;2991;2,183333333;4,916666667;0;4,641666667;2,458333333
jul/26;3005;0;1,3;11,9;0,65;-11,25
jul/26;3022;0;0;2,4;0;-2,4
jul/26;3037;0;0;0;0;0
jul/26;3038;0;0;6,266666667;0;-6,266666667
jul/26;3039;0;0;0;0;0
jul/26;3040;0;0;0,266666667;0;-0,266666667
jul/26;3106;0;0,483333333;2,083333333;0,241666667;-1,841666667
jul/26;3107;0;0,433333333;6,733333333;0,216666667;-6,516666667
jul/26;3178;1,933333333;5,183333333;0;4,525;2,591666667
jul/26;3208;8,675;18,05;12;9,025;5,7
jul/26;3233;5,158333333;7,85;3,15;5,933333333;3,925
jul/26;3238;7,825;17,58333333;14,66666667;8,791666667;1,95
jul/26;3240;0;15,83333333;12;7,916666667;-4,083333333
jul/26;3256;4,216666667;4,466666667;3,016666667;3,433333333;2,233333333
jul/26;3261;8,158333333;0;0;8,158333333;0
jul/26;3265;0;0;5,85;0;-5,85
jul/26;3274;3,216666667;11,36666667;0;8,9;5,683333333
jul/26;3278;0;0;0;0;0
jul/26;3280;7,325;26,05;0,583333333;19,76666667;13,025
jul/26;3325;5,008333333;11,95;0;10,98333333;5,975
jul/26;3328;0;0,55;6,633333333;0,275;-6,358333333
jul/26;3330;5,558333333;13,15;0;12,13333333;6,575
jul/26;3345;0;0;0;0;0
jul/26;3346;0;0,716666667;16,56666667;0,358333333;-16,20833333
jul/26;3351;0;0;4,9;0;-4,9
jul/26;3353;1,116666667;17,46666667;0;9,85;8,733333333
jul/26;3374;0;2,65;1,233333333;1,325;0,091666667
jul/26;3377;0;15,61666667;4;7,808333333;3,808333333
jul/26;3385;4,083333333;21,78333333;0;14,975;10,89166667
jul/26;3386;11,8;26,98333333;0;25,29166667;13,49166667
jul/26;3387;13,94166667;43,25;0;35,56666667;21,625
jul/26;3401;7,216666667;15,18333333;0;14,80833333;7,591666667
jul/26;3403;9,791666667;21,38333333;11,91666667;10,69166667;8,566666667
jul/26;3405;0;2,116666667;6,166666667;1,058333333;-5,108333333
jul/26;3409;8,208333333;4,083333333;7,4;2,85;2,041666667
jul/26;3418;0;3,2;3,266666667;1,6;-1,666666667
jul/26;3419;2,658333333;3,816666667;1,233333333;3,333333333;1,908333333
jul/26;3435;0;0,183333333;2,4;0,091666667;-2,308333333
jul/26;3441;12,71666667;32,55;0,35;28,64166667;16,275
jul/26;3443;6,466666667;4,033333333;0,183333333;8,3;2,016666667
jul/26;3446;0;6,55;2,95;3,275;0,325
jul/26;3466;0;0;13,4;0;-13,4
jul/26;3470;0;0,566666667;13,2;0,283333333;-12,91666667
jul/26;3472;21,875;47,01666667;0;45,38333333;23,50833333
jul/26;3475;0;0;6,866666667;0;-6,866666667
jul/26;3476;0;0,6;10;0,3;-9,7
jul/26;3479;2,51;3,033333333;4,933333333;1,516666667;-0,906666667
jul/26;3480;11,38333333;26,2;3,983333333;20,5;13,1
jul/26;3484;0;2,183333333;4,35;1,091666667;-3,258333333
jul/26;3485;8,55;16,05;0,366666667;16,20833333;8,025
jul/26;3489;0;0;0;0;0
jul/26;3491;0;0,866666667;8,533333333;0,433333333;-8,1
jul/26;3492;1,608333333;4,533333333;9;2,266666667;-5,125
jul/26;3493;6,541666667;17,11666667;15,11666667;8,558333333;-0,016666667
jul/26;3494;0;0,95;5,966666667;0,475;-5,491666667
jul/26;3497;5,475;9,566666667;7,566666667;4,783333333;2,691666667
jul/26;3499;0;0;0,966666667;0;-0,966666667
jul/26;3500;0;0;0;0;0
jul/26;3502;13,36666667;38,16666667;0,3;32,15;19,08333333
jul/26;3504;3,65;5,8;0,4;6,15;2,9
jul/26;3506;0;24,85;15,08333333;12,425;-2,658333333
jul/26;3507;2,408333333;8,766666667;14,85;4,383333333;-8,058333333
jul/26;3508;0;8,483333333;16,48333333;4,241666667;-12,24166667
jul/26;3512;0;1,866666667;6,25;0,933333333;-5,316666667
jul/26;3513;0;0,333333333;9,366666667;0,166666667;-9,2
jul/26;3516;0,1;1,9;0;1,05;0,95
jul/26;3520;0;4,5;2,6;2,25;-0,35
jul/26;3521;0,408333333;6,033333333;13,01666667;3,016666667;-9,591666667
jul/26;3522;0;0,9;7,183333333;0,45;-6,733333333
jul/26;3523;0;2,35;2,933333333;1,175;-1,758333333
jul/26;3525;0;0;0,25;0;-0,25
jul/26;3526;0;1,133333333;6,4;0,566666667;-5,833333333
jul/26;3527;0;11,15;0;5,575;5,575
jul/26;3528;0;10,86666667;15;5,433333333;-9,566666667
jul/26;3529;0;0;3,366666667;0;-3,366666667
jul/26;3530;0;0,916666667;1,716666667;0,458333333;-1,258333333
jul/26;3531;0;0;7,65;0;-7,65
